service_type,main_category,area_name,distance_from_center,time_of_day_minutes,day_of_week,peak_hour,demand_level,weather,final_price
Hang Room clock,Home Assist,Askari,1.21,808,Saturday,0,Medium,Foggy,564
Hang Room clock,Home Assist,Iqbal Town,6.67,49,Friday,0,Medium,Foggy,542
Hang Room clock,Home Assist,Androon Lahore,2.09,566,Saturday,0,High,Sunny,401
Hang Room clock,Home Assist,Valencia,0.59,187,Friday,1,Low,Sunny,484
Hang Room clock,Home Assist,Cantt,5.25,1098,Tuesday,1,Medium,Rainy,550
Hang Room clock,Home Assist,Misri Shah,5.81,304,Friday,1,Low,Sunny,433
Hang Room clock,Home Assist,Garhi Shahu,3.79,976,Saturday,1,Low,Foggy,408
Hang Room clock,Home Assist,Lake City,6.16,705,Saturday,0,High,Foggy,542
Hang Room clock,Home Assist,Model Town,6.82,268,Saturday,0,Low,Clear,563
Hang Room clock,Home Assist,Misri Shah,2.16,865,Tuesday,1,High,Sunny,448
Hang Room clock,Home Assist,Askari,0.14,368,Tuesday,1,Medium,Rainy,426
Hang Room clock,Home Assist,Sultanpura,5.68,119,Monday,0,Medium,Foggy,471
Hang Room clock,Home Assist,Askari,3.86,559,Saturday,1,High,Foggy,456
Hang Room clock,Home Assist,Iqbal Town,0.47,1284,Sunday,1,High,Sunny,496
Hang Room clock,Home Assist,DHA,2.18,1210,Saturday,1,Medium,Rainy,560
Hang Room clock,Home Assist,Askari,4.45,865,Thursday,0,Medium,Sunny,517
Hang Room clock,Home Assist,Township,7.58,631,Monday,1,High,Foggy,580
Hang Room clock,Home Assist,Androon Lahore,5.82,432,Sunday,0,High,Clear,443
Hang Room clock,Home Assist,Shadman,2.48,559,Wednesday,1,Low,Clear,533
Hang Room clock,Home Assist,DHA,2.69,1130,Monday,0,High,Foggy,562
Hang Room clock,Home Assist,Gulberg,5.33,915,Wednesday,0,Low,Foggy,545
Hang Room clock,Home Assist,Iqbal Town,0.94,511,Saturday,0,High,Sunny,543
Hang Room clock,Home Assist,Cantt,0.42,394,Wednesday,0,High,Rainy,548
Hang Room clock,Home Assist,Wapda Town,0.64,1259,Sunday,0,High,Rainy,465
Hang Room clock,Home Assist,DHA,2.84,642,Wednesday,1,High,Rainy,577
Hang Room clock,Home Assist,Lake City,2.83,524,Saturday,1,High,Sunny,573
Hang Room clock,Home Assist,Wapda Town,4.91,1174,Friday,0,Low,Foggy,541
Hang Room clock,Home Assist,Bahria Town,3.64,1320,Thursday,0,Medium,Rainy,479
Hang Room clock,Home Assist,Garden Town,1.62,857,Monday,0,Medium,Sunny,537
Hang Room clock,Home Assist,Lake City,0.54,929,Monday,1,Low,Foggy,533
Hang Room clock,Home Assist,Sultanpura,6.08,884,Monday,0,Medium,Foggy,549
Hang Room clock,Home Assist,DHA,1.35,14,Sunday,1,Medium,Foggy,533
Hang Room clock,Home Assist,Wapda Town,0.81,925,Wednesday,0,Low,Foggy,540
Hang Room clock,Home Assist,Wapda Town,5.28,1379,Monday,0,Low,Clear,554
Hang Room clock,Home Assist,Gulberg,5.57,663,Thursday,0,High,Clear,459
Hang Room clock,Home Assist,DHA,7.49,700,Wednesday,0,Medium,Foggy,531
Hang Room clock,Home Assist,Cantt,1.54,634,Wednesday,1,High,Rainy,576
Hang Room clock,Home Assist,Askari,1.14,400,Wednesday,1,High,Rainy,527
Hang Room clock,Home Assist,Model Town,2.9,305,Friday,1,Medium,Clear,536
Hang Room clock,Home Assist,Shadman,6.41,1158,Sunday,0,High,Sunny,583
Hang Room clock,Home Assist,Sultanpura,4.16,68,Tuesday,0,High,Rainy,432
Hang Room clock,Home Assist,Johar Town,7.57,228,Saturday,0,High,Foggy,470
Hang Room clock,Home Assist,Askari,3.18,676,Monday,0,High,Foggy,554
Hang Room clock,Home Assist,Township,4.92,1403,Monday,0,Medium,Rainy,458
Hang Room clock,Home Assist,DHA,5.99,75,Sunday,0,High,Sunny,584
Hang Room clock,Home Assist,Sultanpura,5.67,947,Sunday,0,Low,Rainy,482
Hang Room clock,Home Assist,Gulberg,7.88,750,Friday,1,Low,Clear,506
Hang Room clock,Home Assist,Cantt,6.34,1089,Sunday,0,Low,Foggy,536
Hang Room clock,Home Assist,Garden Town,4.82,318,Wednesday,1,High,Foggy,435
Hang Room clock,Home Assist,Bahria Town,3.62,848,Thursday,1,High,Foggy,509
Hang Room clock,Home Assist,Iqbal Town,6.32,1296,Saturday,1,High,Clear,466
Hang Room clock,Home Assist,Valencia,7.39,105,Wednesday,0,Medium,Foggy,441
Hang Room clock,Home Assist,Androon Lahore,1.6,137,Sunday,0,Low,Rainy,445
Hang Room clock,Home Assist,Lake City,0.34,477,Tuesday,0,High,Foggy,590
Hang Room clock,Home Assist,Misri Shah,3.48,1385,Wednesday,0,Medium,Sunny,448
Hang Room clock,Home Assist,Valencia,5.73,977,Tuesday,1,Low,Clear,482
Hang Room clock,Home Assist,Wapda Town,3.49,711,Monday,0,Medium,Rainy,561
Hang Room clock,Home Assist,DHA,1.79,1227,Sunday,1,Low,Foggy,569
Hang Room clock,Home Assist,Lake City,0.62,807,Friday,1,Medium,Sunny,556
Hang Room clock,Home Assist,Shadman,1.83,652,Thursday,1,Medium,Foggy,541
Hang Room clock,Home Assist,Misri Shah,5.13,216,Sunday,1,Low,Rainy,414
Hang Room clock,Home Assist,Sultanpura,7.16,875,Friday,0,Low,Rainy,473
Hang Room clock,Home Assist,Lake City,6.69,1413,Sunday,1,Medium,Rainy,548
Hang Room clock,Home Assist,Sultanpura,5.59,939,Thursday,1,Medium,Foggy,497
Hang Room clock,Home Assist,Askari,2.12,872,Tuesday,1,Low,Rainy,522
Hang Room clock,Home Assist,Valencia,4.28,382,Wednesday,0,Low,Foggy,454
Hang Room clock,Home Assist,Valencia,0.63,1070,Friday,0,Medium,Clear,456
Hang Room clock,Home Assist,Cantt,1.99,536,Sunday,0,Low,Sunny,536
Hang Room clock,Home Assist,Bahria Town,6.8,1181,Wednesday,0,Low,Rainy,546
Hang Room clock,Home Assist,Androon Lahore,3.61,296,Tuesday,0,Low,Foggy,402
Hang Room clock,Home Assist,Township,1.97,1021,Friday,0,Medium,Sunny,583
Hang Room clock,Home Assist,Gulberg,4.45,189,Friday,0,Low,Foggy,545
Hang Room clock,Home Assist,Shadman,1.85,1093,Wednesday,0,High,Rainy,401
Hang Room clock,Home Assist,Township,2.09,1208,Monday,0,Low,Rainy,425
Hang Room clock,Home Assist,Askari,0.93,1043,Friday,0,Medium,Foggy,449
Hang Room clock,Home Assist,Androon Lahore,4.76,1390,Thursday,0,Medium,Clear,419
Hang Room clock,Home Assist,Garhi Shahu,0.46,803,Friday,1,Low,Rainy,414
Hang Room clock,Home Assist,Cantt,6.42,903,Monday,0,Medium,Clear,554
Hang Room clock,Home Assist,Township,0.9,169,Tuesday,0,Low,Rainy,467
Hang Room clock,Home Assist,Shadman,3.5,1347,Saturday,1,High,Foggy,409
Hang Room clock,Home Assist,Johar Town,7.66,1283,Friday,1,Medium,Clear,518
Split AC Installation,Home Assist,Shadman,5.78,1409,Saturday,1,Medium,Sunny,2564
Split AC Installation,Home Assist,Model Town,7.38,944,Wednesday,1,High,Foggy,2641
Split AC Installation,Home Assist,Lake City,4.73,761,Saturday,1,Medium,Foggy,2646
Split AC Installation,Home Assist,Askari,5.62,262,Tuesday,1,High,Rainy,2660
Split AC Installation,Home Assist,Androon Lahore,6.61,1001,Wednesday,1,Medium,Rainy,2503
Split AC Installation,Home Assist,Bahria Town,1.45,334,Wednesday,1,Medium,Clear,2565
Split AC Installation,Home Assist,Askari,5.89,512,Tuesday,0,Medium,Foggy,2691
Split AC Installation,Home Assist,Androon Lahore,3.12,271,Monday,0,Low,Sunny,2526
Split AC Installation,Home Assist,Garhi Shahu,0.95,937,Sunday,1,High,Rainy,2507
Split AC Installation,Home Assist,Valencia,7.76,30,Wednesday,1,High,Rainy,2620
Split AC Installation,Home Assist,Iqbal Town,3.32,1385,Sunday,0,High,Rainy,2599
Split AC Installation,Home Assist,Model Town,4.58,278,Saturday,1,High,Rainy,2691
Split AC Installation,Home Assist,Sultanpura,0.47,219,Wednesday,0,Low,Rainy,2511
Split AC Installation,Home Assist,Lake City,3.16,861,Friday,0,Low,Clear,2684
Split AC Installation,Home Assist,Askari,7.72,1057,Saturday,0,Medium,Rainy,2652
Split AC Installation,Home Assist,Bahria Town,1.68,141,Wednesday,0,High,Clear,2619
Split AC Installation,Home Assist,Gulberg,3.1,315,Sunday,1,Medium,Clear,2605
Split AC Installation,Home Assist,Gulberg,0.76,1325,Tuesday,0,Low,Sunny,2599
Split AC Installation,Home Assist,Cantt,0.26,738,Thursday,1,High,Clear,2686
Split AC Installation,Home Assist,Johar Town,1.76,543,Thursday,1,Medium,Rainy,2511
Split AC Installation,Home Assist,Model Town,4.47,1321,Thursday,1,Medium,Rainy,2665
Split AC Installation,Home Assist,Model Town,2.39,1171,Monday,0,Low,Foggy,2691
Split AC Installation,Home Assist,Sultanpura,4.07,836,Friday,1,Low,Foggy,2642
Split AC Installation,Home Assist,Model Town,7.88,1291,Friday,1,High,Sunny,2681
Split AC Installation,Home Assist,Bahria Town,1.6,1193,Friday,1,Low,Foggy,2557
Split AC Installation,Home Assist,Johar Town,4.14,1172,Monday,0,High,Sunny,2527
Split AC Installation,Home Assist,Valencia,2.45,257,Sunday,1,Medium,Foggy,2545
Split AC Installation,Home Assist,Bahria Town,5.31,544,Friday,1,Low,Foggy,2648
Split AC Installation,Home Assist,Township,2.73,1025,Wednesday,1,Medium,Sunny,2536
Split AC Installation,Home Assist,Sultanpura,1.67,379,Thursday,1,Low,Rainy,2565
Split AC Installation,Home Assist,Cantt,1.88,315,Friday,1,Low,Rainy,2695
Split AC Installation,Home Assist,Garden Town,0.82,1168,Monday,1,High,Rainy,2648
Split AC Installation,Home Assist,Garden Town,5.62,253,Wednesday,0,Low,Rainy,2539
Split AC Installation,Home Assist,Garden Town,3.19,366,Sunday,1,Medium,Sunny,2636
Split AC Installation,Home Assist,Shadman,4.9,1389,Friday,0,Low,Rainy,2694
Split AC Installation,Home Assist,Gulberg,7.73,494,Monday,0,High,Foggy,2603
Split AC Installation,Home Assist,Cantt,1.39,922,Friday,1,Low,Foggy,2647
Split AC Installation,Home Assist,Askari,2.49,1360,Monday,1,Medium,Foggy,2670
Split AC Installation,Home Assist,Lake City,4.21,440,Sunday,0,High,Clear,2680
Split AC Installation,Home Assist,Androon Lahore,6.15,512,Saturday,1,Medium,Foggy,2520
Split AC Installation,Home Assist,Garhi Shahu,5.22,575,Tuesday,1,Medium,Foggy,2552
Split AC Installation,Home Assist,Bahria Town,6.82,926,Thursday,1,High,Rainy,2690
Split AC Installation,Home Assist,Township,5.14,1105,Sunday,0,High,Sunny,2639
Split AC Installation,Home Assist,Township,5.55,477,Tuesday,0,High,Sunny,2683
Split AC Installation,Home Assist,Bahria Town,7.26,258,Sunday,0,Medium,Rainy,2549
Split AC Installation,Home Assist,Sultanpura,3.8,1196,Friday,1,Medium,Sunny,2568
Split AC Installation,Home Assist,Garden Town,4.55,1310,Sunday,0,High,Sunny,2697
Split AC Installation,Home Assist,Valencia,2.1,541,Monday,1,Medium,Clear,2620
Split AC Installation,Home Assist,Model Town,1.11,786,Friday,0,Medium,Rainy,2692
Split AC Installation,Home Assist,Valencia,7.54,1219,Monday,0,Low,Sunny,2533
Split AC Installation,Home Assist,Bahria Town,3.85,1045,Tuesday,1,High,Sunny,2610
Split AC Installation,Home Assist,Askari,7.45,622,Saturday,1,Medium,Foggy,2658
Split AC Installation,Home Assist,Shadman,3.44,821,Monday,0,High,Foggy,2665
Split AC Installation,Home Assist,DHA,4.6,527,Wednesday,1,Medium,Clear,2640
Split AC Installation,Home Assist,Valencia,1.59,732,Wednesday,0,Medium,Foggy,2673
Split AC Installation,Home Assist,Model Town,1.13,631,Saturday,0,Medium,Clear,2664
Split AC Installation,Home Assist,Valencia,7.0,1371,Saturday,1,High,Clear,2550
Split AC Installation,Home Assist,Androon Lahore,7.55,940,Saturday,0,Low,Foggy,2533
Split AC Installation,Home Assist,Androon Lahore,7.29,181,Wednesday,1,Low,Foggy,2546
Split AC Installation,Home Assist,Sultanpura,5.9,287,Tuesday,0,Medium,Clear,2572
Window AC Installation,Home Assist,Lake City,3.46,275,Monday,0,Low,Sunny,3149
Window AC Installation,Home Assist,Wapda Town,1.41,1035,Tuesday,0,Medium,Sunny,3060
Window AC Installation,Home Assist,Wapda Town,3.49,284,Saturday,1,High,Sunny,3167
Window AC Installation,Home Assist,Lake City,3.24,569,Wednesday,0,Medium,Foggy,3171
Window AC Installation,Home Assist,Askari,5.61,939,Wednesday,1,Low,Sunny,3147
Window AC Installation,Home Assist,Shadman,4.75,229,Thursday,1,High,Sunny,3187
Window AC Installation,Home Assist,Valencia,5.28,691,Thursday,0,Low,Foggy,3124
Window AC Installation,Home Assist,Wapda Town,1.88,658,Tuesday,1,Low,Clear,3009
Window AC Installation,Home Assist,Johar Town,6.91,255,Sunday,1,Low,Clear,3114
Window AC Installation,Home Assist,Iqbal Town,2.9,795,Sunday,1,High,Foggy,3110
Window AC Installation,Home Assist,Gulberg,5.14,202,Monday,0,Medium,Sunny,3106
Window AC Installation,Home Assist,DHA,2.06,968,Monday,1,High,Clear,3157
Window AC Installation,Home Assist,Sultanpura,4.48,766,Monday,0,High,Clear,3148
Window AC Installation,Home Assist,Gulberg,3.78,1269,Sunday,1,Medium,Sunny,3089
Window AC Installation,Home Assist,Askari,1.04,76,Saturday,0,Low,Clear,3044
Window AC Installation,Home Assist,Garhi Shahu,5.15,965,Tuesday,1,Medium,Foggy,3020
Window AC Installation,Home Assist,Garhi Shahu,4.84,684,Friday,0,High,Clear,3050
Window AC Installation,Home Assist,Wapda Town,6.76,1344,Sunday,0,Medium,Rainy,3110
Window AC Installation,Home Assist,Androon Lahore,2.75,50,Wednesday,0,High,Clear,3036
Window AC Installation,Home Assist,Misri Shah,0.41,1000,Saturday,0,Medium,Foggy,3017
Window AC Installation,Home Assist,Johar Town,7.48,585,Saturday,1,High,Sunny,3046
Window AC Installation,Home Assist,Askari,6.9,903,Friday,0,High,Sunny,3144
Window AC Installation,Home Assist,Valencia,2.81,628,Tuesday,0,High,Sunny,3007
Window AC Installation,Home Assist,Wapda Town,1.57,518,Thursday,1,Medium,Foggy,3031
Window AC Installation,Home Assist,Cantt,2.3,1365,Wednesday,1,High,Clear,3174
Window AC Installation,Home Assist,Androon Lahore,1.2,370,Thursday,0,Low,Clear,3010
Window AC Installation,Home Assist,Shadman,5.74,405,Wednesday,1,Low,Clear,3073
Window AC Installation,Home Assist,Cantt,7.6,1176,Tuesday,1,High,Sunny,3186
Window AC Installation,Home Assist,Johar Town,2.44,847,Thursday,0,High,Rainy,3176
Window AC Installation,Home Assist,Askari,5.02,348,Thursday,0,High,Sunny,3189
Window AC Installation,Home Assist,Sultanpura,2.78,523,Wednesday,0,High,Clear,3158
Window AC Installation,Home Assist,Iqbal Town,5.95,592,Tuesday,1,Low,Rainy,3167
Window AC Installation,Home Assist,Misri Shah,1.09,501,Tuesday,0,High,Foggy,3056
Window AC Installation,Home Assist,Bahria Town,3.51,82,Thursday,1,High,Foggy,3006
Window AC Installation,Home Assist,Sultanpura,3.14,590,Friday,1,High,Foggy,3109
Window AC Installation,Home Assist,Model Town,2.63,247,Saturday,0,Medium,Sunny,3161
Window AC Installation,Home Assist,Garhi Shahu,1.17,842,Sunday,1,Low,Clear,3021
Window AC Installation,Home Assist,Model Town,4.65,413,Sunday,0,High,Sunny,3179
Window AC Installation,Home Assist,Garhi Shahu,2.56,1061,Thursday,1,High,Sunny,3049
Window AC Installation,Home Assist,Askari,0.26,435,Saturday,0,High,Clear,3170
Window AC Installation,Home Assist,Garden Town,2.73,352,Monday,1,Medium,Rainy,3119
Window AC Installation,Home Assist,Cantt,7.75,1395,Sunday,0,Medium,Rainy,3165
Window AC Installation,Home Assist,Gulberg,1.53,71,Friday,1,Low,Rainy,3132
Window AC Installation,Home Assist,Johar Town,4.17,189,Saturday,1,Low,Foggy,3081
Window AC Installation,Home Assist,Shadman,4.65,185,Monday,0,Medium,Sunny,3016
Window AC Installation,Home Assist,Wapda Town,7.69,830,Thursday,1,Low,Foggy,3036
Window AC Installation,Home Assist,Androon Lahore,5.21,341,Monday,0,Medium,Sunny,3044
Window AC Installation,Home Assist,Model Town,1.69,396,Saturday,0,High,Rainy,3193
Window AC Installation,Home Assist,Johar Town,0.62,945,Saturday,0,High,Clear,3154
Window AC Installation,Home Assist,Cantt,4.17,1346,Tuesday,0,Medium,Foggy,3190
Window AC Installation,Home Assist,Model Town,1.35,335,Thursday,1,High,Clear,3159
Window AC Installation,Home Assist,Model Town,6.6,1286,Wednesday,1,Low,Clear,3172
Window AC Installation,Home Assist,Shadman,3.4,456,Saturday,1,Medium,Rainy,3158
Window AC Installation,Home Assist,Misri Shah,4.02,775,Sunday,0,Low,Sunny,3019
Window AC Installation,Home Assist,Androon Lahore,5.13,337,Sunday,0,High,Clear,3039
Window AC Installation,Home Assist,Cantt,4.09,233,Sunday,0,High,Clear,3158
Window AC Installation,Home Assist,Lake City,7.54,1174,Monday,1,Medium,Clear,3166
Window AC Installation,Home Assist,Androon Lahore,1.37,1253,Monday,0,Medium,Sunny,3042
Window AC Installation,Home Assist,Lake City,4.51,856,Thursday,0,High,Rainy,3198
Window AC Installation,Home Assist,Model Town,5.54,508,Friday,1,Medium,Foggy,3155
Cassette AC Installation,Home Assist,Androon Lahore,4.8,1322,Monday,0,Low,Clear,5014
Cassette AC Installation,Home Assist,Gulberg,6.16,300,Thursday,1,High,Clear,5016
Cassette AC Installation,Home Assist,Bahria Town,5.25,1042,Thursday,0,Low,Rainy,5190
Cassette AC Installation,Home Assist,Garden Town,2.99,361,Saturday,0,Low,Foggy,5132
Cassette AC Installation,Home Assist,Model Town,6.76,958,Tuesday,1,High,Foggy,5180
Cassette AC Installation,Home Assist,Garhi Shahu,6.21,637,Tuesday,0,High,Rainy,5058
Cassette AC Installation,Home Assist,Askari,2.92,1084,Wednesday,0,High,Rainy,5152
Cassette AC Installation,Home Assist,Gulberg,1.39,1208,Sunday,0,Low,Foggy,5059
Cassette AC Installation,Home Assist,Garden Town,7.62,416,Sunday,0,Medium,Sunny,5022
Cassette AC Installation,Home Assist,Garhi Shahu,4.23,532,Thursday,0,High,Foggy,5011
Cassette AC Installation,Home Assist,Model Town,4.26,1314,Sunday,0,High,Foggy,5177
Cassette AC Installation,Home Assist,Johar Town,5.51,522,Sunday,0,Low,Sunny,5046
Cassette AC Installation,Home Assist,Androon Lahore,1.99,47,Sunday,0,Medium,Rainy,5011
Cassette AC Installation,Home Assist,Iqbal Town,5.02,1342,Thursday,0,Medium,Rainy,5096
Cassette AC Installation,Home Assist,Township,7.41,641,Saturday,0,Low,Clear,5150
Cassette AC Installation,Home Assist,Cantt,2.96,687,Wednesday,0,High,Foggy,5140
Cassette AC Installation,Home Assist,Bahria Town,1.53,817,Wednesday,0,High,Rainy,5113
Cassette AC Installation,Home Assist,Askari,0.55,246,Saturday,1,Low,Clear,5095
Cassette AC Installation,Home Assist,Misri Shah,4.72,1144,Wednesday,1,High,Sunny,5036
Cassette AC Installation,Home Assist,Androon Lahore,7.31,714,Friday,0,Medium,Rainy,5035
Cassette AC Installation,Home Assist,Gulberg,4.87,34,Friday,0,High,Rainy,5160
Cassette AC Installation,Home Assist,Johar Town,7.08,1037,Monday,1,High,Foggy,5049
Cassette AC Installation,Home Assist,Androon Lahore,1.39,1148,Wednesday,1,High,Rainy,5009
Cassette AC Installation,Home Assist,Lake City,3.55,421,Monday,0,High,Rainy,5191
Cassette AC Installation,Home Assist,Sultanpura,1.82,1013,Saturday,1,Low,Sunny,5186
Cassette AC Installation,Home Assist,Garden Town,4.35,359,Sunday,1,Low,Foggy,5153
Cassette AC Installation,Home Assist,Cantt,3.04,864,Sunday,1,Low,Clear,5183
Cassette AC Installation,Home Assist,Township,1.27,421,Thursday,1,Medium,Rainy,5133
Cassette AC Installation,Home Assist,Township,4.07,1029,Wednesday,1,Medium,Clear,5094
Cassette AC Installation,Home Assist,Model Town,1.62,390,Thursday,1,Medium,Foggy,5194
Cassette AC Installation,Home Assist,Bahria Town,6.14,432,Saturday,0,High,Rainy,5184
Cassette AC Installation,Home Assist,Shadman,4.73,1249,Thursday,0,High,Sunny,5169
Cassette AC Installation,Home Assist,Lake City,0.23,227,Thursday,0,High,Clear,5169
Cassette AC Installation,Home Assist,Askari,5.46,37,Saturday,1,High,Rainy,5109
Cassette AC Installation,Home Assist,DHA,2.3,686,Sunday,0,High,Rainy,5161
Cassette AC Installation,Home Assist,Township,1.49,488,Tuesday,1,Low,Rainy,5128
Cassette AC Installation,Home Assist,Gulberg,1.18,608,Thursday,0,Low,Clear,5108
Cassette AC Installation,Home Assist,Askari,5.46,1021,Tuesday,0,Low,Clear,5050
Cassette AC Installation,Home Assist,Lake City,0.29,76,Sunday,1,Low,Sunny,5187
Cassette AC Installation,Home Assist,Valencia,5.96,693,Saturday,1,Low,Clear,5028
Cassette AC Installation,Home Assist,Township,1.73,1405,Friday,1,High,Sunny,5114
Cassette AC Installation,Home Assist,Misri Shah,3.93,849,Thursday,0,High,Clear,5029
Cassette AC Installation,Home Assist,Askari,2.18,369,Saturday,1,Medium,Foggy,5195
Cassette AC Installation,Home Assist,Model Town,7.77,1156,Wednesday,0,Low,Clear,5185
Cassette AC Installation,Home Assist,Lake City,1.28,922,Tuesday,1,High,Sunny,5169
Cassette AC Installation,Home Assist,Shadman,3.74,297,Friday,0,Medium,Sunny,5166
Cassette AC Installation,Home Assist,Misri Shah,1.92,237,Monday,1,Low,Sunny,5018
Cassette AC Installation,Home Assist,Valencia,4.48,1369,Sunday,0,Low,Foggy,5095
Cassette AC Installation,Home Assist,DHA,0.26,626,Sunday,1,Low,Rainy,5141
Cassette AC Installation,Home Assist,Lake City,0.22,1427,Friday,1,High,Sunny,5189
Cassette AC Installation,Home Assist,Wapda Town,7.11,416,Thursday,0,Low,Clear,5140
Cassette AC Installation,Home Assist,Model Town,4.3,841,Saturday,1,Low,Sunny,5153
Cassette AC Installation,Home Assist,Askari,3.18,618,Tuesday,1,High,Rainy,5195
Cassette AC Installation,Home Assist,Lake City,2.61,495,Monday,1,Medium,Foggy,5143
Cassette AC Installation,Home Assist,Bahria Town,6.15,1018,Monday,0,High,Foggy,5126
Cassette AC Installation,Home Assist,Garden Town,6.39,699,Monday,0,Medium,Rainy,5062
Cassette AC Installation,Home Assist,Cantt,5.75,449,Wednesday,1,High,Foggy,5158
Cassette AC Installation,Home Assist,Androon Lahore,5.79,816,Saturday,0,Medium,Foggy,5048
Cassette AC Installation,Home Assist,Johar Town,1.85,494,Thursday,1,Medium,Sunny,5197
Cassette AC Installation,Home Assist,Iqbal Town,7.74,772,Saturday,1,Medium,Sunny,5047
AC Uninstallation,Home Assist,Garden Town,4.85,1175,Wednesday,0,High,Foggy,1121
AC Uninstallation,Home Assist,Garhi Shahu,6.62,436,Friday,1,High,Sunny,1003
AC Uninstallation,Home Assist,Model Town,1.51,26,Monday,1,Low,Rainy,1177
AC Uninstallation,Home Assist,Garden Town,6.33,712,Thursday,1,Medium,Foggy,1182
AC Uninstallation,Home Assist,Johar Town,7.53,484,Saturday,1,Low,Sunny,1095
AC Uninstallation,Home Assist,Androon Lahore,2.15,1203,Saturday,1,Low,Rainy,1046
AC Uninstallation,Home Assist,Askari,3.12,711,Thursday,1,Medium,Clear,1199
AC Uninstallation,Home Assist,Sultanpura,7.97,1069,Friday,0,Medium,Clear,1044
AC Uninstallation,Home Assist,Shadman,5.28,957,Friday,0,High,Foggy,1087
AC Uninstallation,Home Assist,Bahria Town,0.94,171,Sunday,0,Medium,Rainy,1124
AC Uninstallation,Home Assist,Bahria Town,6.74,1128,Monday,1,High,Clear,1039
AC Uninstallation,Home Assist,Bahria Town,3.86,1155,Thursday,0,Low,Clear,1101
AC Uninstallation,Home Assist,Garhi Shahu,4.21,627,Thursday,1,Low,Clear,1003
AC Uninstallation,Home Assist,Wapda Town,6.45,680,Saturday,1,High,Sunny,1153
AC Uninstallation,Home Assist,Askari,6.8,1285,Thursday,1,Low,Sunny,1053
